epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,664.417,0.94457,0.61856,0.9994,0.74437,0.64415,0.71682,0.43159,1.39252,0.95992,1.26261,0.00056648,0.00056648,0.00056648
183,667.958,0.9532,0.7392,1.01036,0.85374,0.61212,0.72174,0.43515,1.37943,0.94865,1.27975,0.00055856,0.00055856,0.00055856
184,671.599,0.97002,0.605,1.0322,0.83114,0.63333,0.73715,0.44476,1.3699,0.9178,1.27531,0.00055064,0.00055064,0.00055064
185,675.156,0.98557,0.65103,0.99931,0.75507,0.6697,0.71132,0.43679,1.37051,0.96443,1.26465,0.00054272,0.00054272,0.00054272
186,678.809,0.94609,0.59737,0.98949,0.75029,0.64242,0.70212,0.42211,1.41118,0.95598,1.27949,0.0005348,0.0005348,0.0005348
187,682.361,0.9028,0.59274,0.97873,0.81427,0.59697,0.71509,0.42408,1.40069,0.97518,1.29161,0.00052688,0.00052688,0.00052688
188,685.956,0.92835,0.58506,0.98675,0.77908,0.62727,0.71909,0.42682,1.38723,0.97067,1.2918,0.00051896,0.00051896,0.00051896
189,689.559,0.96353,0.6205,1.00598,0.7474,0.65758,0.71516,0.4276,1.39285,0.98964,1.27727,0.00051104,0.00051104,0.00051104
190,693.146,0.94555,0.5834,1.00612,0.73798,0.64848,0.71368,0.4217,1.41161,0.95916,1.27277,0.00050312,0.00050312,0.00050312
191,696.871,0.95449,0.59625,0.98335,0.76024,0.65152,0.70873,0.41883,1.43467,0.95935,1.30515,0.0004952,0.0004952,0.0004952
192,700.432,0.92496,0.59031,1.0128,0.78277,0.62727,0.71868,0.42912,1.408,0.95023,1.29307,0.00048728,0.00048728,0.00048728
193,704.016,0.93282,0.58423,1.00345,0.75278,0.62744,0.71681,0.42477,1.41839,0.94127,1.30617,0.00047936,0.00047936,0.00047936
